,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt
145,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2898.0,723.0,19.96685998342999,0.0
241,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2902.0,719.0,19.856393261529963,0.0
337,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2496.0,1125.0,31.068765534382766,0.0
433,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3241.0,380.0,10.494338580502623,0.0
529,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2379.0,1242.0,34.299917149958574,0.0
625,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2088.0,1533.0,42.336371168185586,0.0
721,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,1877.0,1744.0,48.16349074841204,0.0
817,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,1974.0,1647.0,45.48467274233637,0.0
913,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2651.0,970.0,26.788180060756698,1.0
1009,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2743.0,878.0,24.247445457056063,1.0
1105,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2661.0,960.0,26.51201325600663,1.0
1201,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2611.0,1010.0,27.892847279756975,1.0
1297,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2856.0,765.0,21.12676056338028,1.0
1393,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2703.0,918.0,25.35211267605634,1.0
1489,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2737.0,884.0,24.413145539906104,1.0
1585,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2549.0,1072.0,29.605081469207402,1.0
1681,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3171.0,450.0,12.427506213753107,1.0
1777,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2585.0,1036.0,28.610880972107154,1.0
1873,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2601.0,1020.0,28.169014084507044,1.0
1969,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2569.0,1052.0,29.052747859707264,1.0
2065,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2796.0,825.0,22.783761391880695,1.0
2161,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2697.0,924.0,25.51781275890638,1.0
2257,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2544.0,1077.0,29.743164871582437,1.0
2353,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2907.0,714.0,19.718309859154928,1.0
2449,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3237.0,384.0,10.604805302402651,0.0
2545,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2891.0,730.0,20.16017674675504,0.0
2641,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2869.0,752.0,20.767743717205192,0.0
2737,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3119.0,502.0,13.863573598453465,1.0
2833,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2554.0,1067.0,29.466998066832367,1.0
2929,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2544.0,1077.0,29.743164871582437,1.0
3025,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2536.0,1085.0,29.96409831538249,1.0
3121,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2541.0,1080.0,29.826014913007455,1.0
3217,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2779.0,842.0,23.253244959955815,1.0
3313,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3296.0,325.0,8.975421154377244,1.0
3409,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3289.0,332.0,9.168737917702293,1.0
3505,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3101.0,520.0,14.36067384700359,1.0
3601,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3308.0,313.0,8.64402098867716,1.0
3697,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3320.0,301.0,8.312620822977077,1.0
3793,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,3069.0,552.0,15.244407622203811,1.0
3889,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.25,2545.0,1076.0,29.71554819110743,1.0
50,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3012.0,609.0,16.818558409279206,0.0
146,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3186.0,435.0,12.013256006628003,0.0
242,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3179.0,442.0,12.206572769953052,0.0
338,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2960.0,661.0,18.254625793979564,0.0
434,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3513.0,108.0,2.9826014913007457,0.0
530,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3109.0,512.0,14.139740403203534,0.0
626,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2738.0,883.0,24.385528859431098,0.0
722,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2327.0,1294.0,35.73598453465893,0.0
818,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2654.0,967.0,26.705330019331676,0.0
914,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3018.0,603.0,16.652858326429165,1.0
1010,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3058.0,563.0,15.548191107428886,1.0
1106,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2912.0,709.0,19.580226456779894,1.0
1202,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2847.0,774.0,21.375310687655343,1.0
1298,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3353.0,268.0,7.4012703673018505,1.0
1394,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3153.0,468.0,12.924606462303231,1.0
1490,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3249.0,372.0,10.273405136702568,1.0
1586,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2851.0,770.0,21.264843965755315,1.0
1682,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3414.0,207.0,5.716652858326429,1.0
1778,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3001.0,620.0,17.12234189450428,1.0
1874,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3015.0,606.0,16.735708367854183,1.0
1970,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2820.0,801.0,22.120961060480532,1.0
2066,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3015.0,606.0,16.735708367854183,1.0
2162,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3098.0,523.0,14.443523888428611,1.0
2258,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2837.0,784.0,21.651477492405412,1.0
2354,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3287.0,334.0,9.223971278652305,1.0
2450,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3454.0,167.0,4.611985639326153,0.0
2546,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3144.0,477.0,13.173156586578294,0.0
2642,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3070.0,551.0,15.216790941728805,0.0
2738,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3272.0,349.0,9.63822148577741,1.0
2834,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2749.0,872.0,24.08174537420602,1.0
2930,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2744.0,877.0,24.219828776581053,1.0
3026,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2729.0,892.0,24.634078983706157,1.0
3122,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2756.0,865.0,23.888428610880972,1.0
3218,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3068.0,553.0,15.272024302678817,1.0
3314,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3395.0,226.0,6.241369787351561,1.0
3410,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3396.0,225.0,6.2137531068765535,1.0
3506,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3264.0,357.0,9.859154929577464,1.0
3602,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3397.0,224.0,6.186136426401546,1.0
3698,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3409.0,212.0,5.854736260701464,1.0
3794,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,3272.0,349.0,9.63822148577741,1.0
3890,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.5,2731.0,890.0,24.578845622756145,1.0
51,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3231.0,390.0,10.770505385252692,0.0
147,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3419.0,202.0,5.578569455951395,0.0
243,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3405.0,216.0,5.965202982601491,0.0
339,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3269.0,352.0,9.72107152720243,0.0
435,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3621.0,0.0,0.0,0.0
531,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3326.0,295.0,8.146920740127037,0.0
627,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2974.0,647.0,17.867992267329466,0.0
723,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2516.0,1105.0,30.516431924882628,0.0
819,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3394.0,227.0,6.268986467826568,0.0
915,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3163.0,458.0,12.648439657553162,1.0
1011,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3183.0,438.0,12.096106048053024,1.0
1107,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3015.0,606.0,16.735708367854183,1.0
1203,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2944.0,677.0,18.696492681579674,1.0
1299,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3472.0,149.0,4.1148853907760286,1.0
1395,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3424.0,197.0,5.44048605357636,1.0
1491,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3407.0,214.0,5.909969621651477,1.0
1587,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3146.0,475.0,13.11792322562828,1.0
1683,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3488.0,133.0,3.673018503175918,1.0
1779,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3148.0,473.0,13.062689864678266,1.0
1875,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3150.0,471.0,13.007456503728251,1.0
1971,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3042.0,579.0,15.990057995028998,1.0
2067,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3123.0,498.0,13.753106876553439,1.0
2163,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3194.0,427.0,11.792322562827948,1.0
2259,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2939.0,682.0,18.83457608395471,1.0
2355,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3472.0,149.0,4.1148853907760286,1.0
2451,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3538.0,83.0,2.2921844794255732,0.0
2547,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3242.0,379.0,10.466721900027617,0.0
2643,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3213.0,408.0,11.267605633802816,0.0
2739,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3315.0,306.0,8.450704225352112,1.0
2835,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2916.0,705.0,19.46975973487987,1.0
2931,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2907.0,714.0,19.718309859154928,1.0
3027,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2890.0,731.0,20.187793427230048,1.0
3123,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2940.0,681.0,18.806959403479702,1.0
3219,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3099.0,522.0,14.415907207953603,1.0
3315,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3448.0,173.0,4.777685722176194,1.0
3411,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3451.0,170.0,4.694835680751174,1.0
3507,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3311.0,310.0,8.56117094725214,1.0
3603,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3466.0,155.0,4.28058547362607,1.0
3699,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3476.0,145.0,4.004418668876001,1.0
3795,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3317.0,304.0,8.3954708644021,1.0
3891,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2877.0,744.0,20.546810273405136,1.0
52,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3434.0,187.0,5.164319248826291,0.0
148,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3587.0,34.0,0.9389671361502347,0.0
244,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3583.0,38.0,1.0494338580502625,0.0
340,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3518.0,103.0,2.844518088925711,0.0
436,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,0.0
532,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3561.0,60.0,1.6570008285004143,0.0
628,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3349.0,272.0,7.511737089201878,0.0
724,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2846.0,775.0,21.40292736813035,0.0
820,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,0.0
916,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3369.0,252.0,6.95940347970174,1.0
1012,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3404.0,217.0,5.9928196630764985,1.0
1108,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3182.0,439.0,12.123722728528032,1.0
1204,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3126.0,495.0,13.670256835128418,1.0
1300,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,1.0
1396,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3595.0,26.0,0.7180336923501796,1.0
1492,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3563.0,58.0,1.6017674675504003,1.0
1588,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3302.0,319.0,8.809721071527202,1.0
1684,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3611.0,10.0,0.27616680475006905,1.0
1780,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3411.0,210.0,5.79950289975145,1.0
1876,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3410.0,211.0,5.827119580226457,1.0
1972,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3285.0,336.0,9.27920463960232,1.0
2068,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3302.0,319.0,8.809721071527202,1.0
2164,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3375.0,246.0,6.793703396851698,1.0
2260,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3147.0,474.0,13.090306545153272,1.0
2356,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,1.0
2452,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,0.0
2548,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3417.0,204.0,5.633802816901408,0.0
2644,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3483.0,138.0,3.8111019055509527,0.0
2740,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3415.0,206.0,5.689036177851422,1.0
2836,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3065.0,556.0,15.35487434410384,1.0
2932,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3057.0,564.0,15.575807787903894,1.0
3028,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3043.0,578.0,15.96244131455399,1.0
3124,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3039.0,582.0,16.072908036454017,1.0
3220,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3161.0,460.0,12.703673018503176,1.0
3316,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3534.0,87.0,2.4026512013256007,1.0
3412,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3532.0,89.0,2.4578845622756145,1.0
3508,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3412.0,209.0,5.771886219276443,1.0
3604,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3584.0,37.0,1.0218171775752554,1.0
3700,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3590.0,31.0,0.856117094725214,1.0
3796,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3417.0,204.0,5.633802816901408,1.0
3892,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3062.0,559.0,15.43772438552886,1.0
53,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3559.0,62.0,1.712234189450428,0.0
149,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
245,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
341,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3581.0,40.0,1.1046672190002762,0.0
437,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
533,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3612.0,9.0,0.24855012427506215,0.0
629,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3500.0,121.0,3.3416183374758353,0.0
725,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3071.0,550.0,15.189174261253797,0.0
821,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
917,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3453.0,168.0,4.63960231980116,1.0
1013,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3461.0,160.0,4.418668876001105,1.0
1109,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3246.0,375.0,10.356255178127588,1.0
1205,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3195.0,426.0,11.764705882352942,1.0
1301,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1397,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1493,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1589,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3400.0,221.0,6.103286384976526,1.0
1685,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1781,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3509.0,112.0,3.093068213200773,1.0
1877,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3519.0,102.0,2.816901408450704,1.0
1973,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3493.0,128.0,3.5349351008008836,1.0
2069,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3407.0,214.0,5.909969621651477,1.0
2165,p-so-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3459.0,162.0,4.473902236951118,1.0
2261,p-so-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3263.0,358.0,9.886771610052472,1.0
2357,p-so-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
2453,pcpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
2549,pcpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3514.0,107.0,2.9549848108257386,0.0
2645,pcpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3612.0,9.0,0.24855012427506215,0.0
2741,pnpo-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3483.0,138.0,3.8111019055509527,1.0
2837,pnpo-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3109.0,512.0,14.139740403203534,1.0
2933,pnpo-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3106.0,515.0,14.222590444628556,1.0
3029,pnpo-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3085.0,536.0,14.802540734603701,1.0
3125,pnpo-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3081.0,540.0,14.913007456503728,1.0
3221,pnpo-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3207.0,414.0,11.433305716652859,1.0
3317,pnpo-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3562.0,59.0,1.6293841480254074,1.0
3413,pnpo-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3557.0,64.0,1.7674675504004418,1.0
3509,pnpo-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3481.0,140.0,3.8663352665009665,1.0
3605,pnpo-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
3701,pnpo-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
3797,pnpo-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3484.0,137.0,3.783485225075946,1.0
3893,pnpo-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3106.0,515.0,14.222590444628556,1.0
54,n-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
150,n-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
246,n-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
342,n-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
438,n-n-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
534,p-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
630,p-p-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
726,p-p-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3383.0,238.0,6.572769953051643,0.0
822,p-p-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
918,p-so-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3538.0,83.0,2.2921844794255732,1.0
1014,p-so-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3503.0,118.0,3.258768296050815,1.0
1110,p-so-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3308.0,313.0,8.64402098867716,1.0
1206,p-so-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3277.0,344.0,9.500138083402375,1.0
1302,p-so-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1398,p-so-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1494,p-so-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1590,p-so-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3465.0,156.0,4.308202154101077,1.0
1686,p-so-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1782,p-so-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3543.0,78.0,2.1541010770505387,1.0
1878,p-so-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3575.0,46.0,1.2703673018503177,1.0
1974,p-so-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
2070,p-so-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3519.0,102.0,2.816901408450704,1.0
