,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt,Coefficient,Weighted_percent_filled
1262,p-so-13,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
1358,p-so-14,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
1454,p-so-15,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
1550,p-so-16,X-coord,-2.0-2.0,1.5,2781.0,59.0,2.0774647887323945,1.0,0.20579472898141377,0.4275313031656131
1646,p-so-2,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
1742,p-so-3,X-coord,-2.0-2.0,1.5,2504.0,336.0,11.830985915492958,1.0,0.20579472898141377,2.434754540061797
1838,p-so-4,X-coord,-2.0-2.0,1.5,2521.0,319.0,11.232394366197184,1.0,0.20579472898141377,2.3115675544039083
1934,p-so-5,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
2030,p-so-6,X-coord,-2.0-2.0,1.5,2677.0,163.0,5.73943661971831,1.0,0.20579472898141377,1.1811458036609312
2126,p-so-7,X-coord,-2.0-2.0,1.5,2838.0,2.0,0.07042253521126761,1.0,0.20579472898141377,0.014492586547986885
2222,p-so-8,X-coord,-2.0-2.0,1.5,2549.0,291.0,10.246478873239436,1.0,0.20579472898141377,2.108671342732092
2318,p-so-9,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
2414,pcpo-1,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0,0.20579472898141377,0.0
2510,pcpo-2,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0,0.20579472898141377,0.0
2606,pcpo-3,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0,0.20579472898141377,0.0
2702,pnpo-1,X-coord,-2.0-2.0,1.5,2676.0,164.0,5.774647887323944,1.0,0.20579472898141377,1.1883920969349246
2798,pnpo-10,X-coord,-2.0-2.0,1.5,2569.0,271.0,9.54225352112676,1.0,0.20579472898141377,1.9637454772522227
2894,pnpo-11,X-coord,-2.0-2.0,1.5,2554.0,286.0,10.070422535211268,1.0,0.20579472898141377,2.072439876362125
2990,pnpo-12,X-coord,-2.0-2.0,1.5,2533.0,307.0,10.809859154929578,1.0,0.20579472898141377,2.224612035115987
3086,pnpo-13,X-coord,-2.0-2.0,1.5,2486.0,354.0,12.464788732394366,1.0,0.20579472898141377,2.5651878189936785
3182,pnpo-2,X-coord,-2.0-2.0,1.5,2315.0,525.0,18.485915492957748,1.0,0.20579472898141377,3.8043039688465576
3278,pnpo-3,X-coord,-2.0-2.0,1.5,2747.0,93.0,3.2746478873239435,1.0,0.20579472898141377,0.6739052744813901
3374,pnpo-4,X-coord,-2.0-2.0,1.5,2729.0,111.0,3.908450704225352,1.0,0.20579472898141377,0.8043385534132721
3470,pnpo-5,X-coord,-2.0-2.0,1.5,2680.0,160.0,5.633802816901408,1.0,0.20579472898141377,1.1594069238389506
3566,pnpo-6,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
3662,pnpo-7,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0,0.20579472898141377,0.0
3758,pnpo-8,X-coord,-2.0-2.0,1.5,2681.0,159.0,5.598591549295775,1.0,0.20579472898141377,1.1521606305649574
3854,pnpo-9,X-coord,-2.0-2.0,1.5,2566.0,274.0,9.647887323943662,1.0,0.20579472898141377,1.9854843570742033
15,n-n-1,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
111,n-n-2,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
207,n-n-3,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
303,n-n-4,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
399,n-n-5,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
495,p-p-1,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
591,p-p-2,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
687,p-p-3,X-coord,-2.0-2.0,1.75,2707.0,133.0,4.683098591549296,0.0,0.1775610729323613,0.8315360105635231
783,p-p-4,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
879,p-so-1,X-coord,-2.0-2.0,1.75,2821.0,19.0,0.6690140845070423,1.0,0.1775610729323613,0.11879085865193187
975,p-so-10,X-coord,-2.0-2.0,1.75,2645.0,195.0,6.866197183098592,1.0,0.1775610729323613,1.2191693387961429
1071,p-so-11,X-coord,-2.0-2.0,1.75,2371.0,469.0,16.514084507042252,1.0,0.1775610729323613,2.932258563566107
1167,p-so-12,X-coord,-2.0-2.0,1.75,2313.0,527.0,18.556338028169016,1.0,0.1775610729323613,3.2948832899772684
1263,p-so-13,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
1359,p-so-14,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
1455,p-so-15,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
1551,p-so-16,X-coord,-2.0-2.0,1.75,2797.0,43.0,1.5140845070422535,1.0,0.1775610729323613,0.2688424695806879
1647,p-so-2,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
1743,p-so-3,X-coord,-2.0-2.0,1.75,2578.0,262.0,9.225352112676056,1.0,0.1775610729323613,1.6380634193055867
1839,p-so-4,X-coord,-2.0-2.0,1.75,2583.0,257.0,9.049295774647888,1.0,0.1775610729323613,1.6068026670287627
1935,p-so-5,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
2031,p-so-6,X-coord,-2.0-2.0,1.75,2754.0,86.0,3.028169014084507,1.0,0.1775610729323613,0.5376849391613758
2127,p-so-7,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
2223,p-so-8,X-coord,-2.0-2.0,1.75,2609.0,231.0,8.133802816901408,1.0,0.1775610729323613,1.4442467551892768
2319,p-so-9,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
2415,pcpo-1,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
2511,pcpo-2,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
2607,pcpo-3,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0,0.1775610729323613,0.0
2703,pnpo-1,X-coord,-2.0-2.0,1.75,2731.0,109.0,3.8380281690140845,1.0,0.1775610729323613,0.681484399634767
2799,pnpo-10,X-coord,-2.0-2.0,1.75,2596.0,244.0,8.591549295774648,1.0,0.1775610729323613,1.5255247111090198
2895,pnpo-11,X-coord,-2.0-2.0,1.75,2580.0,260.0,9.154929577464788,1.0,0.1775610729323613,1.625559118394857
2991,pnpo-12,X-coord,-2.0-2.0,1.75,2564.0,276.0,9.71830985915493,1.0,0.1775610729323613,1.7255935256806945
3087,pnpo-13,X-coord,-2.0-2.0,1.75,2516.0,324.0,11.408450704225352,1.0,0.1775610729323613,2.0256967475382064
3183,pnpo-2,X-coord,-2.0-2.0,1.75,2383.0,457.0,16.091549295774648,1.0,0.1775610729323613,2.8572327581017296
3279,pnpo-3,X-coord,-2.0-2.0,1.75,2814.0,26.0,0.9154929577464789,1.0,0.1775610729323613,0.1625559118394857
3375,pnpo-4,X-coord,-2.0-2.0,1.75,2805.0,35.0,1.232394366197183,1.0,0.1775610729323613,0.21882526593776921
3471,pnpo-5,X-coord,-2.0-2.0,1.75,2731.0,109.0,3.8380281690140845,1.0,0.1775610729323613,0.681484399634767
3567,pnpo-6,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
3663,pnpo-7,X-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0,0.1775610729323613,0.0
3759,pnpo-8,X-coord,-2.0-2.0,1.75,2736.0,104.0,3.6619718309859155,1.0,0.1775610729323613,0.6502236473579428
3855,pnpo-9,X-coord,-2.0-2.0,1.75,2593.0,247.0,8.69718309859155,1.0,0.1775610729323613,1.5442811624751143
16,n-n-1,X-coord,-3.0-3.0,0.0,3175.0,1085.0,25.469483568075116,0.0,0.005759872630475843,0.14670098131611006
112,n-n-2,X-coord,-3.0-3.0,0.0,3402.0,858.0,20.140845070422536,0.0,0.005759872630475843,0.11600870227578106
208,n-n-3,X-coord,-3.0-3.0,0.0,3403.0,857.0,20.11737089201878,0.0,0.005759872630475843,0.11587349399807036
304,n-n-4,X-coord,-3.0-3.0,0.0,2751.0,1509.0,35.42253521126761,0.0,0.005759872630475843,0.20402929106544712
400,n-n-5,X-coord,-3.0-3.0,0.0,3705.0,555.0,13.028169014084508,0.0,0.005759872630475843,0.0750405941294388
496,p-p-1,X-coord,-3.0-3.0,0.0,2216.0,2044.0,47.98122065727699,0.0,0.005759872630475843,0.27636571964067186
592,p-p-2,X-coord,-3.0-3.0,0.0,2168.0,2092.0,49.10798122065728,0.0,0.005759872630475843,0.28285571697078554
688,p-p-3,X-coord,-3.0-3.0,0.0,2151.0,2109.0,49.50704225352113,0.0,0.005759872630475843,0.2851542576918674
784,p-p-4,X-coord,-3.0-3.0,0.0,2270.0,1990.0,46.713615023474176,0.0,0.005759872630475843,0.26906447264429406
880,p-so-1,X-coord,-3.0-3.0,0.0,2596.0,1664.0,39.06103286384977,1.0,0.005759872630475843,0.22498657411060569
976,p-so-10,X-coord,-3.0-3.0,0.0,2672.0,1588.0,37.27699530516432,1.0,0.005759872630475843,0.21471074500459245
1072,p-so-11,X-coord,-3.0-3.0,0.0,2499.0,1761.0,41.33802816901409,1.0,0.005759872630475843,0.23810177704854366
1168,p-so-12,X-coord,-3.0-3.0,0.0,2469.0,1791.0,42.04225352112676,1.0,0.005759872630475843,0.24215802537986464
1264,p-so-13,X-coord,-3.0-3.0,0.0,2981.0,1279.0,30.023474178403756,1.0,0.005759872630475843,0.17293138719198597
1360,p-so-14,X-coord,-3.0-3.0,0.0,2886.0,1374.0,32.25352112676056,1.0,0.005759872630475843,0.18577617357450252
1456,p-so-15,X-coord,-3.0-3.0,0.0,2918.0,1342.0,31.502347417840376,1.0,0.005759872630475843,0.1814495086877601
1552,p-so-16,X-coord,-3.0-3.0,0.0,2611.0,1649.0,38.708920187793424,1.0,0.005759872630475843,0.22295844994494515
1648,p-so-2,X-coord,-3.0-3.0,0.0,3354.0,906.0,21.267605633802816,1.0,0.005759872630475843,0.12249869960589467
1744,p-so-3,X-coord,-3.0-3.0,0.0,2420.0,1840.0,43.1924882629108,1.0,0.005759872630475843,0.24878323098768898
1840,p-so-4,X-coord,-3.0-3.0,0.0,2424.0,1836.0,43.098591549295776,1.0,0.005759872630475843,0.24824239787684618
1936,p-so-5,X-coord,-3.0-3.0,0.0,2396.0,1864.0,43.755868544600936,1.0,0.005759872630475843,0.2520282296527458
2032,p-so-6,X-coord,-3.0-3.0,0.0,2897.0,1363.0,31.995305164319248,1.0,0.005759872630475843,0.1842888825196848
2128,p-so-7,X-coord,-3.0-3.0,0.0,2729.0,1531.0,35.93896713615023,1.0,0.005759872630475843,0.2070038731750825
2224,p-so-8,X-coord,-3.0-3.0,0.0,2637.0,1623.0,38.098591549295776,1.0,0.005759872630475843,0.21944303472446697
2320,p-so-9,X-coord,-3.0-3.0,0.0,3030.0,1230.0,28.87323943661972,1.0,0.005759872630475843,0.16630618158416166
2416,pcpo-1,X-coord,-3.0-3.0,0.0,3340.0,920.0,21.5962441314554,0.0,0.005759872630475843,0.12439161549384449
2512,pcpo-2,X-coord,-3.0-3.0,0.0,3211.0,1049.0,24.624413145539908,0.0,0.005759872630475843,0.14183348331852486
2608,pcpo-3,X-coord,-3.0-3.0,0.0,3330.0,930.0,21.830985915492956,0.0,0.005759872630475843,0.1257436982709515
2704,pnpo-1,X-coord,-3.0-3.0,0.0,3081.0,1179.0,27.676056338028168,1.0,0.005759872630475843,0.15941055942091592
2800,pnpo-10,X-coord,-3.0-3.0,0.0,2773.0,1487.0,34.906103286384976,1.0,0.005759872630475843,0.20105470895581168
2896,pnpo-11,X-coord,-3.0-3.0,0.0,2743.0,1517.0,35.610328638497656,1.0,0.005759872630475843,0.20511095728713272
2992,pnpo-12,X-coord,-3.0-3.0,0.0,2729.0,1531.0,35.93896713615023,1.0,0.005759872630475843,0.2070038731750825
3088,pnpo-13,X-coord,-3.0-3.0,0.0,2673.0,1587.0,37.25352112676056,1.0,0.005759872630475843,0.21457553672688173
3184,pnpo-2,X-coord,-3.0-3.0,0.0,2609.0,1651.0,38.755868544600936,1.0,0.005759872630475843,0.22322886650036655
3280,pnpo-3,X-coord,-3.0-3.0,0.0,3283.0,977.0,22.934272300469484,1.0,0.005759872630475843,0.1320984873233544
3376,pnpo-4,X-coord,-3.0-3.0,0.0,3248.0,1012.0,23.75586854460094,1.0,0.005759872630475843,0.13683077704322893
3472,pnpo-5,X-coord,-3.0-3.0,0.0,3092.0,1168.0,27.417840375586856,1.0,0.005759872630475843,0.15792326836609824
3568,pnpo-6,X-coord,-3.0-3.0,0.0,3669.0,591.0,13.873239436619718,1.0,0.005759872630475843,0.07990809212702402
3664,pnpo-7,X-coord,-3.0-3.0,0.0,3682.0,578.0,13.568075117370892,1.0,0.005759872630475843,0.07815038451678491
3760,pnpo-8,X-coord,-3.0-3.0,0.0,2994.0,1266.0,29.718309859154928,1.0,0.005759872630475843,0.17117367958174687
3856,pnpo-9,X-coord,-3.0-3.0,0.0,2777.0,1483.0,34.81220657276995,1.0,0.005759872630475843,0.20051387584496888
17,n-n-1,X-coord,-3.0-3.0,0.25,3508.0,752.0,17.652582159624412,0.0,1.781187882284624e-05,0.00031442565433756743
113,n-n-2,X-coord,-3.0-3.0,0.25,3715.0,545.0,12.793427230046948,0.0,1.781187882284624e-05,0.00022787497555049768
209,n-n-3,X-coord,-3.0-3.0,0.25,3719.0,541.0,12.699530516431924,0.0,1.781187882284624e-05,0.00022620249866572338
305,n-n-4,X-coord,-3.0-3.0,0.25,3168.0,1092.0,25.633802816901408,0.0,1.781187882284624e-05,0.0004565861895433825
401,n-n-5,X-coord,-3.0-3.0,0.25,4026.0,234.0,5.492957746478873,0.0,1.781187882284624e-05,9.783989775929625e-05
497,p-p-1,X-coord,-3.0-3.0,0.25,2883.0,1377.0,32.32394366197183,0.0,1.781187882284624e-05,0.0005757501675835511
593,p-p-2,X-coord,-3.0-3.0,0.25,2712.0,1548.0,36.33802816901409,0.0,1.781187882284624e-05,0.0006472485544076522
689,p-p-3,X-coord,-3.0-3.0,0.25,2445.0,1815.0,42.605633802816904,0.0,1.781187882284624e-05,0.0007588863864663363
785,p-p-4,X-coord,-3.0-3.0,0.25,2391.0,1869.0,43.87323943661972,0.0,1.781187882284624e-05,0.0007814648244107894
881,p-so-1,X-coord,-3.0-3.0,0.25,3073.0,1187.0,27.863849765258216,1.0,1.781187882284624e-05,0.0004963075155567721
977,p-so-10,X-coord,-3.0-3.0,0.25,3132.0,1128.0,26.47887323943662,1.0,1.781187882284624e-05,0.0004716384815063512
1073,p-so-11,X-coord,-3.0-3.0,0.25,2972.0,1288.0,30.23474178403756,1.0,1.781187882284624e-05,0.000538537556897323
1169,p-so-12,X-coord,-3.0-3.0,0.25,2911.0,1349.0,31.666666666666668,1.0,1.781187882284624e-05,0.000564042829390131
1265,p-so-13,X-coord,-3.0-3.0,0.25,3569.0,691.0,16.220657276995304,1.0,1.781187882284624e-05,0.00028892038184475944
1361,p-so-14,X-coord,-3.0-3.0,0.25,3377.0,883.0,20.727699530516432,1.0,1.781187882284624e-05,0.0003691992723139256
1457,p-so-15,X-coord,-3.0-3.0,0.25,3437.0,823.0,19.31924882629108,1.0,1.781187882284624e-05,0.0003441121190423112
1553,p-so-16,X-coord,-3.0-3.0,0.25,3115.0,1145.0,26.877934272300468,1.0,1.781187882284624e-05,0.0004787465082666419
1649,p-so-2,X-coord,-3.0-3.0,0.25,3879.0,381.0,8.943661971830986,1.0,1.781187882284624e-05,0.00015930342327475158
1745,p-so-3,X-coord,-3.0-3.0,0.25,2944.0,1316.0,30.892018779342724,1.0,1.781187882284624e-05,0.000550244895090743
1841,p-so-4,X-coord,-3.0-3.0,0.25,2965.0,1295.0,30.399061032863848,1.0,1.781187882284624e-05,0.0005414643914456779
1937,p-so-5,X-coord,-3.0-3.0,0.25,2897.0,1363.0,31.995305164319248,1.0,1.781187882284624e-05,0.000569896498486841
2033,p-so-6,X-coord,-3.0-3.0,0.25,3287.0,973.0,22.84037558685446,1.0,1.781187882284624e-05,0.00040683000222134724
2129,p-so-7,X-coord,-3.0-3.0,0.25,3278.0,982.0,23.051643192488264,1.0,1.781187882284624e-05,0.00041059307521208944
2225,p-so-8,X-coord,-3.0-3.0,0.25,3023.0,1237.0,29.037558685446008,1.0,1.781187882284624e-05,0.0005172134766164507
2321,p-so-9,X-coord,-3.0-3.0,0.25,3572.0,688.0,16.150234741784036,1.0,1.781187882284624e-05,0.0002876660241811787
2417,pcpo-1,X-coord,-3.0-3.0,0.25,3876.0,384.0,9.014084507042254,0.0,1.781187882284624e-05,0.0001605577809383323
2513,pcpo-2,X-coord,-3.0-3.0,0.25,3632.0,628.0,14.741784037558686,0.0,1.781187882284624e-05,0.0002625788709095643
2609,pcpo-3,X-coord,-3.0-3.0,0.25,3689.0,571.0,13.4037558685446,0.0,1.781187882284624e-05,0.00023874607530153058
2705,pnpo-1,X-coord,-3.0-3.0,0.25,3584.0,676.0,15.868544600938968,1.0,1.781187882284624e-05,0.00028264859352685585
2801,pnpo-10,X-coord,-3.0-3.0,0.25,3129.0,1131.0,26.549295774647888,1.0,1.781187882284624e-05,0.0004728928391699319
2897,pnpo-11,X-coord,-3.0-3.0,0.25,3096.0,1164.0,27.323943661971832,1.0,1.781187882284624e-05,0.00048669077346931986
2993,pnpo-12,X-coord,-3.0-3.0,0.25,3073.0,1187.0,27.863849765258216,1.0,1.781187882284624e-05,0.0004963075155567721
3089,pnpo-13,X-coord,-3.0-3.0,0.25,3038.0,1222.0,28.685446009389672,1.0,1.781187882284624e-05,0.0005109416882985471
3185,pnpo-2,X-coord,-3.0-3.0,0.25,3108.0,1152.0,27.04225352112676,1.0,1.781187882284624e-05,0.00048167334281499694
3281,pnpo-3,X-coord,-3.0-3.0,0.25,3663.0,597.0,14.014084507042254,1.0,1.781187882284624e-05,0.00024961717505256353
3377,pnpo-4,X-coord,-3.0-3.0,0.25,3643.0,617.0,14.48356807511737,1.0,1.781187882284624e-05,0.000257979559476435
3473,pnpo-5,X-coord,-3.0-3.0,0.25,3577.0,683.0,16.03286384976526,1.0,1.781187882284624e-05,0.0002855754280752109
3569,pnpo-6,X-coord,-3.0-3.0,0.25,3990.0,270.0,6.338028169014085,1.0,1.781187882284624e-05,0.00011289218972226492
3665,pnpo-7,X-coord,-3.0-3.0,0.25,4005.0,255.0,5.985915492957746,1.0,1.781187882284624e-05,0.0001066204014043613
3761,pnpo-8,X-coord,-3.0-3.0,0.25,3528.0,732.0,17.183098591549296,1.0,1.781187882284624e-05,0.00030606326991369597
3857,pnpo-9,X-coord,-3.0-3.0,0.25,3123.0,1137.0,26.690140845070424,1.0,1.781187882284624e-05,0.00047540155449709334
18,n-n-1,X-coord,-3.0-3.0,0.5,3785.0,475.0,11.150234741784038,0.0,0.0476136119510626,0.5309029501585618
114,n-n-2,X-coord,-3.0-3.0,0.5,3964.0,296.0,6.948356807511737,0.0,0.0476136119510626,0.33083636473038797
210,n-n-3,X-coord,-3.0-3.0,0.5,3957.0,303.0,7.112676056338028,0.0,0.0476136119510626,0.3386601976800931
306,n-n-4,X-coord,-3.0-3.0,0.5,3633.0,627.0,14.71830985915493,0.0,0.0476136119510626,0.7007918942093017
402,n-n-5,X-coord,-3.0-3.0,0.5,4201.0,59.0,1.3849765258215962,0.0,0.0476136119510626,0.06594373486180032
498,p-p-1,X-coord,-3.0-3.0,0.5,3705.0,555.0,13.028169014084508,0.0,0.0476136119510626,0.6203181838694776
594,p-p-2,X-coord,-3.0-3.0,0.5,3509.0,751.0,17.629107981220656,0.0,0.0476136119510626,0.8393855064612209
690,p-p-3,X-coord,-3.0-3.0,0.5,2932.0,1328.0,31.173708920187792,0.0,0.0476136119510626,1.4842928796012
786,p-p-4,X-coord,-3.0-3.0,0.5,3478.0,782.0,18.356807511737088,0.0,0.0476136119510626,0.8740339095242007
882,p-so-1,X-coord,-3.0-3.0,0.5,3452.0,808.0,18.96713615023474,1.0,0.0476136119510626,0.9030938604802482
978,p-so-10,X-coord,-3.0-3.0,0.5,3462.0,798.0,18.732394366197184,1.0,0.0476136119510626,0.8919169562663839
1074,p-so-11,X-coord,-3.0-3.0,0.5,3240.0,1020.0,23.943661971830984,1.0,0.0476136119510626,1.1400442298141749
1170,p-so-12,X-coord,-3.0-3.0,0.5,3153.0,1107.0,25.985915492957748,1.0,0.0476136119510626,1.2372832964747957
1266,p-so-13,X-coord,-3.0-3.0,0.5,4024.0,236.0,5.539906103286385,1.0,0.0476136119510626,0.26377493944720126
1362,p-so-14,X-coord,-3.0-3.0,0.5,3870.0,390.0,9.154929577464788,1.0,0.0476136119510626,0.4358992643407139
1458,p-so-15,X-coord,-3.0-3.0,0.5,3967.0,293.0,6.877934272300469,1.0,0.0476136119510626,0.3274832934662286
1554,p-so-16,X-coord,-3.0-3.0,0.5,3514.0,746.0,17.511737089201876,1.0,0.0476136119510626,0.8337970543542886
1650,p-so-2,X-coord,-3.0-3.0,0.5,4116.0,144.0,3.380281690140845,1.0,0.0476136119510626,0.1609474206796482
1746,p-so-3,X-coord,-3.0-3.0,0.5,3379.0,881.0,20.68075117370892,1.0,0.0476136119510626,0.9846852612414588
1842,p-so-4,X-coord,-3.0-3.0,0.5,3402.0,858.0,20.140845070422536,1.0,0.0476136119510626,0.9589783815495706
1938,p-so-5,X-coord,-3.0-3.0,0.5,3282.0,978.0,22.95774647887324,1.0,0.0476136119510626,1.0931012321159441
2034,p-so-6,X-coord,-3.0-3.0,0.5,3518.0,742.0,17.417840375586856,1.0,0.0476136119510626,0.8293262926687429
2130,p-so-7,X-coord,-3.0-3.0,0.5,3732.0,528.0,12.394366197183098,1.0,0.0476136119510626,0.5901405424920434
2226,p-so-8,X-coord,-3.0-3.0,0.5,3326.0,934.0,21.92488262910798,1.0,0.0476136119510626,1.0439228535749405
2322,p-so-9,X-coord,-3.0-3.0,0.5,3971.0,289.0,6.784037558685446,1.0,0.0476136119510626,0.3230125317806829
2418,pcpo-1,X-coord,-3.0-3.0,0.5,4093.0,167.0,3.92018779342723,0.0,0.0476136119510626,0.18665430037153646
2514,pcpo-2,X-coord,-3.0-3.0,0.5,3859.0,401.0,9.413145539906104,0.0,0.0476136119510626,0.44819385897596487
2610,pcpo-3,X-coord,-3.0-3.0,0.5,3864.0,396.0,9.295774647887324,0.0,0.0476136119510626,0.4426054068690326
2706,pnpo-1,X-coord,-3.0-3.0,0.5,3749.0,511.0,11.995305164319248,1.0,0.0476136119510626,0.5711398053284739
2802,pnpo-10,X-coord,-3.0-3.0,0.5,3369.0,891.0,20.91549295774648,1.0,0.0476136119510626,0.9958621654553234
2898,pnpo-11,X-coord,-3.0-3.0,0.5,3347.0,913.0,21.431924882629108,1.0,0.0476136119510626,1.0204513547258252
2994,pnpo-12,X-coord,-3.0-3.0,0.5,3315.0,945.0,22.183098591549296,1.0,0.0476136119510626,1.0562174482101914
3090,pnpo-13,X-coord,-3.0-3.0,0.5,3308.0,952.0,22.347417840375588,1.0,0.0476136119510626,1.0640412811598965
3186,pnpo-2,X-coord,-3.0-3.0,0.5,3344.0,916.0,21.502347417840376,1.0,0.0476136119510626,1.0238044259899846
3282,pnpo-3,X-coord,-3.0-3.0,0.5,3798.0,462.0,10.845070422535212,1.0,0.0476136119510626,0.516372974680538
3378,pnpo-4,X-coord,-3.0-3.0,0.5,3778.0,482.0,11.314553990610328,1.0,0.0476136119510626,0.5387267831082669
3474,pnpo-5,X-coord,-3.0-3.0,0.5,3754.0,506.0,11.87793427230047,1.0,0.0476136119510626,0.5655513532215417
3570,pnpo-6,X-coord,-3.0-3.0,0.5,4062.0,198.0,4.647887323943662,1.0,0.0476136119510626,0.2213027034345163
3666,pnpo-7,X-coord,-3.0-3.0,0.5,4074.0,186.0,4.366197183098592,1.0,0.0476136119510626,0.20789041837787897
3762,pnpo-8,X-coord,-3.0-3.0,0.5,3762.0,498.0,11.690140845070422,1.0,0.0476136119510626,0.55660982985045
3858,pnpo-9,X-coord,-3.0-3.0,0.5,3351.0,909.0,21.338028169014084,1.0,0.0476136119510626,1.0159805930402794
19,n-n-1,X-coord,-3.0-3.0,0.75,3939.0,321.0,7.535211267605634,0.0,0.10856232989780552,0.8180400914834641
115,n-n-2,X-coord,-3.0-3.0,0.75,4126.0,134.0,3.1455399061032865,0.0,0.10856232989780552,0.3414871409930972
211,n-n-3,X-coord,-3.0-3.0,0.75,4111.0,149.0,3.4976525821596245,0.0,0.10856232989780552,0.3797133134923245
307,n-n-4,X-coord,-3.0-3.0,0.75,3905.0,355.0,8.333333333333334,0.0,0.10856232989780552,0.9046860824817128
403,n-n-5,X-coord,-3.0-3.0,0.75,4260.0,0.0,0.0,0.0,0.10856232989780552,0.0
499,p-p-1,X-coord,-3.0-3.0,0.75,3979.0,281.0,6.596244131455399,0.0,0.10856232989780552,0.7161036314855247
595,p-p-2,X-coord,-3.0-3.0,0.75,3713.0,547.0,12.84037558685446,0.0,0.10856232989780552,1.3939810904718222
691,p-p-3,X-coord,-3.0-3.0,0.75,3096.0,1164.0,27.323943661971832,0.0,0.10856232989780552,2.9663509859400383
787,p-p-4,X-coord,-3.0-3.0,0.75,4079.0,181.0,4.248826291079812,0.0,0.10856232989780552,0.46126248149067606
883,p-so-1,X-coord,-3.0-3.0,0.75,3606.0,654.0,15.352112676056338,1.0,0.10856232989780552,1.6666611209663102
979,p-so-10,X-coord,-3.0-3.0,0.75,3583.0,677.0,15.892018779342724,1.0,0.10856232989780552,1.7252745854651255
1075,p-so-11,X-coord,-3.0-3.0,0.75,3343.0,917.0,21.525821596244132,1.0,0.10856232989780552,2.3368933454527623
1171,p-so-12,X-coord,-3.0-3.0,0.75,3240.0,1020.0,23.943661971830984,1.0,0.10856232989780552,2.599379729947456
1267,p-so-13,X-coord,-3.0-3.0,0.75,4115.0,145.0,3.403755868544601,1.0,0.10856232989780552,0.36951966749253057
1363,p-so-14,X-coord,-3.0-3.0,0.75,4108.0,152.0,3.568075117370892,1.0,0.10856232989780552,0.38735854799216995
1459,p-so-15,X-coord,-3.0-3.0,0.75,4090.0,170.0,3.9906103286384975,1.0,0.10856232989780552,0.43322995499124267
1555,p-so-16,X-coord,-3.0-3.0,0.75,3828.0,432.0,10.140845070422536,1.0,0.10856232989780552,1.1009137679777463
1651,p-so-2,X-coord,-3.0-3.0,0.75,4172.0,88.0,2.0657276995305165,1.0,0.10856232989780552,0.2242602119954668
1747,p-so-3,X-coord,-3.0-3.0,0.75,3525.0,735.0,17.253521126760564,1.0,0.10856232989780552,1.8730824524621377
1843,p-so-4,X-coord,-3.0-3.0,0.75,3535.0,725.0,17.018779342723004,1.0,0.10856232989780552,1.8475983374626526
